Tweet,Message,Matches,Polarity
826,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
827,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
828,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
829,Cory Booker Joins Senate Republicans to Kill Measure to Import Cheaper Medicine From Canada,,neutral
830,RT DRollson Cory Booker joins Senate Republicans to kill measure to import cheaper medicine from Canada,"kill,cheaper",neutral
831," RWM Ryan ibrbxx2 BlairKing ca 2017 Van Port annual report. Not saying there are no other suppliers, but obviousl",,neutral
832,RT Lbabinz The Legend Of Zelda Link's Awakening Limited Editionis up for import pre order Amazon UK. Ships to Canada,,neutral
833,The Legend Of Zelda Link's Awakening Limited Editionis up for import pre order Amazon UK. Ships to Canada,,neutral
834,Cory Booker joins Senate Republicans to kill measure to import cheaper medicine from Canada,"kill,cheaper",neutral
835,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
836, arvindremax steeletalk Yep sure why would you want to protect AG land nobody needs to grow food in Canada when we,protect,positive
837, JFLavoie moi import export donc document de ddouanage et bon de connaissement molcule toute je dtiens tout les,tout,negative
838,Canada bans import and export of shark fins,shark,negative
839,Cory Booker joins Senate Republicans to kill measure to import cheaper medicine from Canada,"kill,cheaper",neutral
840, StewGlobal scoopercooper China is disengaged with over developed western countries and will slowly extract itself,slowly,negative
841, 103Prison PPCFreedom cravecreative trump45maga2016 Hells Angels dominate gun import amp distribution in Canada. S,dominate,positive
842,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
843,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
844,Canada has become the first G20 country to ban the import and export of shark fins after the passing of the new Fis,shark,negative
845,No More Kids...No More Kids...Children Of Men Just Import Half Of Africa....Canada Has A Deficit Of Black And Br,,neutral
846,"This is why i am and will never be for Cory Booker. Of course he takes money from pharma. 2 years ago, but im stil",,neutral
847,auto parts finder off road truck rims import cars for sale compare used cars in canada good website to buy rims bas,good,positive
848,https t.co ysa9xz80IZ,,neutral
849, Well Well CoryBooker Siding With Republins for Cheaper Medicne FromCanada Well Booker Transfer to the,,neutral
850,from 2017.,,neutral
851,https t.co mH76LAsbCg,,neutral
852," philosogilvie lizholmes237 I'm well aware of ag assessments in Canada. Indirectly, that number is much higher and",well,positive
853,So I should call my mom to tell her that getting her drugs from Canada is ok now ,,neutral
854, m rosenbloom rosariodawson CoryBooker Vote took place in 2017. Smh. Excuse the typo... It's the message that cou,,neutral
855, charliekirk11 And they dont innovate. When you adopt socialized healthcare it's pretty much ball game on continuin,pretty,positive
856,Cory Booker Joins Senate Republicans to Kill Measure to Import Cheaper Medicine From Canada,,neutral
857, Ariel4Progress MikeGravel patrickfcox cox Too easy. https t.co nqQqP1096d,,neutral
858,U.S. will sanction any countries that import Iranian oil special envoy iran sanctions secondarysanctions,,neutral
859,"No or limited import of US NG, coal, oil, corn, soy, pork, beef, rice, ginseng, wheat, cotton, flax, sunflower, bee",limited,negative
860,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
861, PepperMuzz So 15 years for Canada and 25 years for the states. So it means you guys can official import some of th,,neutral
862,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
863, jinlanmccann Jasonal30721835 realDonaldTrump 1 No. it doesnt work that way. R amp D and import export costs are NO,work,positive
864, FORTNITE CUDDLE TEAM LEARDER UK IMPORT ACC NEW,,neutral
865," jinlanmccann Jasonal30721835 realDonaldTrump By that logic then, Canada is paying for the whole worlds R amp D on C",,neutral
866,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
867,"A number of Americans have been crossing borders to buy prescription drugs at more affordable prices, though it's t",affordable,positive
868,So I was thinking about the recent trade issues for our Canadian Beef products. We export less than 8 to China we,issues,negative
869,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
870, PeterZeihan pretty sure this absolutely killed it https t.co YekhFeJjg7,"pretty,killed",neutral
871,"RT CalHealthline Seeking a solution to the soaring costs of drugs, Colorado, Florida and Vermont are making plans to import medications f",,neutral
872, jinlanmccann Jasonal30721835 realDonaldTrump Who doesnt Wasnt Vioxx american We had that. We get american,,neutral
873," chuulain yeah yeah, i've run into some less than fun import sites, but mandarake has been my go to place for years",fun,positive
874,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
875,"RT Lbabinz The Japan Exclusive Dragon Quest XI Edition Nintendo Switch is now up at Amazon JP for import pre order as well, 570 CAD shi",,neutral
876,"The Japan Exclusive Dragon Quest XI Edition Nintendo Switch is now up at Amazon JP for import pre order as well, ",,neutral
877,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
878,"RT FACTCoalition In many countries, including Canada and the U.S., AnonymousCompanies have been used to launder money. In the U.S. th",,neutral
879,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
880, Fleury5440 JustinTrudeau Unique as in meaning broken.. Keep importing Islam at an accelerated rate and see how gr,,neutral
881,"RT KHNews Seeking a solution to the soaring costs of drugs, Colorado, Florida and Vermont are making plans to import medications from Can",,neutral
882,Free agent signee with dual citizenship Germany and Canada . Not an Import though. Played last year in Brantford b,,neutral
883,RT Rob Kimbell If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the 48 Non ,important,positive
884,"RT FACTCoalition In many countries, including Canada and the U.S., AnonymousCompanies have been used to launder money. In the U.S. th",,neutral
885,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
886,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
887,"Medicine shortages feared as Trump backs Florida, Colorado laws to import Canadian drugs in bulk",,neutral
888,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
889,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
890,If you're a Remoaner who doesn't believe the UK is a massive export market and important import partner for the,important,positive
891,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
892,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
893,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
894,"RT patrickbretonNS With China suspending the import of pork from Canada 'due to a detection of ractopamine', this morning's BOB at COVE",,neutral
895,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
896,Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries Act.,,neutral
897,RT Lbabinz The Legend of Zelda Link's Awakening Collector Edition is up for import pre order Amazon IT. Ships to Canada,,neutral
898,"RT SCMPNews We will sanction any countries that import Iranian oil, US warns",,neutral
899,"In response to an inauthentic Canadian export certificate, the Chinese gov't has banned the import of meat from Can",,neutral
900," RutiRegan Healthcare policy is complicated. Even if the Canadian system was perfect, you cannot just import a heal",heal,positive
901,https t.co 94Wp1b4Hmb https t.co 2UtoS9mAII https t.co hcuLWycgAC https t.co wUf5XCMAGZ,,neutral
902,Canada Bans Shark Fin Import and Export Becomes First G7 Nation To Do So,,neutral
903,The Legend of Zelda Link's Awakening Collector Edition is up for import pre order Amazon IT. Ships to Canada,,neutral
904,Fortnite Trading Card Collection 48 Packs UK IMPORT GAME NEW,,neutral
905,"We will sanction any countries that import Iranian oil, US warns",,neutral
906, cbcnewsbc The timing of these escalating import bans is highly suspect given the geopolitical issues of the day. D,"suspect,issues",negative
907,"20 Dems on stage in the past 2 days, while Dems in Congress push easing regs re cannabis via MarijuanaMoment",easing,positive
908,"Seeking a solution to the soaring costs of drugs, Colorado, Florida and Vermont are making plans to import medicati",,neutral
909,"RT KHNews Seeking a solution to the soaring costs of drugs, Colorado, Florida and Vermont are making plans to import medications from Can",,neutral
910,Cory Booker Joins Senate Republicans to Kill Measure to Import Cheaper Medicine From Canada,,neutral
911,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
912," In many countries, including Canada and the U.S., AnonymousCompanies have been used to launder money. In the U.",,neutral
913,"RT Stratfor This CanadaDay, learn more about the geopolitical imperatives influencing the country. Despite being water rich, Canad",,neutral
914,"dear Canada thank you for Alex, Neil, Geddy, and export A green cigarettes. ",thank,positive
915,WTDC's Miami based Foreign Trade Zone is a great Transload and export partner for Canadian manufactured goods. Happ,great,positive
916,"RT Stratfor This CanadaDay, learn more about the geopolitical imperatives influencing the country. Despite being water rich, Canad",,neutral
917,"RT Stratfor This CanadaDay, learn more about the geopolitical imperatives influencing the country. Despite being water rich, Canad",,neutral
918,"Canada and Mexico are the top two export destinations for U.S. small and medium sized enterprises, more than 120,00",top,positive
919,"RT Stratfor This CanadaDay, learn more about the geopolitical imperatives influencing the country. Despite being water rich, Canad",,neutral
920,"RT Stratfor This CanadaDay, learn more about the geopolitical imperatives influencing the country. Despite being water rich, Canad",,neutral
921,"This CanadaDay, learn more about the geopolitical imperatives influencing the country. Despite being water ric",,neutral
922, Archivist1000 JoanneKMcD DearAuntCrabby TrevorAchilles1 OK As long as Canada doesnt export their PM. Weve go,,neutral
923,"On this CanadaDay 2019, I would like to give a huge American shout out to Canada's great export, and Pueblo West,","like,great",positive
924,"RT MiaYenCanada Cross Canada tour puts spotlight on India ExportDevCanada, Canada's export credit agency, is touring cities in to ta",,neutral
925, jacobtierney79 jaredkeeso The fact Jared's birthday is on Canada Day might be the most poetically Canadian thing,,neutral
926,"Happy CanadaDay to Canadas No. 1 export, justinbieber",,neutral
927,Canadas greatest export is female singer songwriters. Goddess bless.,greatest,positive
928,Happy CanadaDay to all our Canadian friends and partners DYK that Canada is in the top 20 export countries for,top,positive
929,"On this Canada Day, I'd like to give thanks for my favorite Canadian export FullFrontalSamB","like,favorite",positive
930,Happy Canada Day to all the Canadians up north Especially Toronto's greatest export trishstratuscom ,greatest,positive
931,Theyre gonna be late this year. Blueberries Canadas number one fruit export by volume.,,neutral
932,RT fourth element Canada has become the first G20 country in the world to ban the import and export of shark fins and credits film make,shark,negative
933,A HAPPY CANADA DAY TO our Canadian friends amp partners. The US is the 1 trading partner w a total of 337.,,neutral
934,"RT yasinshahz Pakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants, shoes, and other d",top,positive
935," PhilCuff MinnKristen It's cheaper in Canada, it's a business transaction. If anything, it's as good as an export,","cheaper,good",positive
936,Canada has become the first G20 country in the world to ban the import and export of shark fins and credits film ,shark,negative
937,"Happy Canada Day to our amazing country Were incredibly proud that lobster, one of our favourite products, is the","amazing,incredibly,proud",positive
938,"RT SFK909 Kinnow exports of 370000 tons highest ever have been recorded in 2018, In 2019 the export may reach as high as 400000 tons. Pak",,neutral
939,"RT SFK909 Kinnow exports of 370000 tons highest ever have been recorded in 2018, In 2019 the export may reach as high as 400000 tons. Pak",,neutral
940,"RT MeraEimanPak LetsPromotePakistan Pakistan export cotton to China, Germany, USA, UK, France, Russia, Italy, Spain, Canada, Brazil, Aus",,neutral
941,"RT SFK909 Kinnow exports of 370000 tons highest ever have been recorded in 2018, In 2019 the export may reach as high as 400000 tons. Pak",,neutral
942,"RT SFK909 Kinnow exports of 370000 tons highest ever have been recorded in 2018, In 2019 the export may reach as high as 400000 tons. Pak",,neutral
943,"RT MeraEimanPak LetsPromotePakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants, shoe",top,positive
944,"RT SFK909 Kinnow exports of 370000 tons highest ever have been recorded in 2018, In 2019 the export may reach as high as 400000 tons. Pak",,neutral
945,"RT MeraEimanPak LetsPromotePakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants, shoe",top,positive
946,"Kinnow exports of 370000 tons highest ever have been recorded in 2018, In 2019 the export may reach as high as 4000",,neutral
947,"RT MeraEimanPak LetsPromotePakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants, shoe",top,positive
948,"RT MeraEimanPak LetsPromotePakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants, shoe",top,positive
949," LetsPromotePakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants",top,positive
950,"RT MeraEimanPak LetsPromotePakistan Pakistan export cotton to China, Germany, USA, UK, France, Russia, Italy, Spain, Canada, Brazil, Aus",,neutral
951," LetsPromotePakistan Pakistan export cotton to China, Germany, USA, UK, France, Russia, Italy, Spain, Canada, Brazi",,neutral
952,"RT yasinshahz Pakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants, shoes, and other d",top,positive
953,Pakistan export fresh Kinnows of the best quality around the world. Pakistan exports best quality kinnows toRussia,"fresh,best",positive
954,"Pakistan Leather goods are among the top export products of Pakistan which include bags, jackets, pants, shoes, and",top,positive
955,"With annual exports of 195 billion, Australia is the 23rd largest export economy in the world, although, annual im",,neutral
956," nevillefarmer charles hancock RoseUnwin mrjamesob MattHancock BBCr4today 3. Divergence from EU standards, in",,neutral
957,"Today is CANADA DAY Our favourite export is maple syrup amp of course VancityReynolds and you NathanFillion,",,neutral
958,In the first quarter of 2019 Russias export to Canada had a 2.2 fold increase compared to the same period of 2018,,neutral
959,RT heraldscotland Malt whisky cream liqueur Magnum in export push into Canada,,neutral
960,RT teamsharkwater Dreams do come true Canada just passed finfree legislation banning import amp export of shark fins. Rob dreamed of not,shark,negative
961,"Happy CanadaDay to Canada's greatest export, trishstratuscom. Wasn't this term coined by JRsBBQ ",greatest,positive
962," EmmMacfarlane Canada is about 3 percent of the world economy, and our economy is very exposed or dependent on expo",,neutral
963,"Our firm export products not only in India but also to other countries like USA, UK, Canada, Italy, etc. Order Now",like,positive
964,Ready to export plastic and other materials overseas as a small business Keep abreast with Canada's recent export,,neutral
965,"With all things going nuts these days... Time to wish, Canada's greatest export, PamelaAnderson ,a happy birthday ","greatest,happy",positive
966,Prodotti alimentari svizzeri alcuni consigli utili per un export di successo in Canada ,,neutral
967,"RT NYK Podcast Dont miss CaptPaulWatson speaking about the current state of wild whale populations, to Canada's recent decisions to pas","miss,wild",negative
968,RT bobzimmermp There is no country in the world that would work so aggressively to undermine its ability to export products.,"work,undermine",neutral
969,"If only Nepal legalized the market and start to export in Canada and US. This would improve the economy, creat new",improve,positive
970,https t.co JXHlKZ6v8m Has Japan lost it This is like demanding Huawei CFO release to Canada. Legal decisions es,"lost,like",neutral
971,"For farmers in Canada, it's a sort of shock therapy that they cannot out of the blue export their products anymore",shock,negative
972,RT SusanDuncanolp PETITION URGE CANADA TO END CRUEL EXPORT OF LIVE ANIMALS,,neutral
973,RT SusanDuncanolp PETITION URGE CANADA TO END CRUEL EXPORT OF LIVE ANIMALS,,neutral
974,RT BoardofTrade Canadas Minister of Small Business and Export Promotion mary ng announces that the federal government will invest 1.5,,neutral
975,RT OilGasCanada NEWS Shell deal puts wind in sails of proposed Nova Scotia LNG export terminal 190M deal will give company 119 milli,,neutral
976, OurCommons un TheDemocrats HouseDemocrats SenateDems It's Canada's best export to the US justinbieber ,best,positive
977,RT EPWashingtonDC CETA is a new trade agreement between the EU and Canada. It cuts tariffs and makes it easier to export goods and s,easier,positive
978, CETA is a new trade agreement between the EU and Canada. It cuts tariffs and makes it easier to export goods a,easier,positive
979,"RT AgWebEditor Mexico and Canada are the U.S. corn industrys largest, most reliable markets. NationalCorn supports USMCA because the a","reliable,supports",positive
980,Curious who will celebrate slavery in canada Who will celebrate the no choice for representation unless its approv,celebrate,positive
981,RT BloombergCA Prime Minister Justin Trudeaus once lofty ambitions for closer Canadian trade ties with China are melting away. https ,,neutral
982, BBNaija let the show begin fortransexpress we specialize in global Air Freight Cargo Clearing amp Forwarding Import,,neutral
983, BBNaija let the show begin fortransexpress we specialize in global Air Freight Cargo Clearing amp Forwarding Import,,neutral
984,RT SusanDuncanolp PETITION URGE CANADA TO END CRUEL EXPORT OF LIVE ANIMALS,,neutral
985,I wonder how much a dual CANDU unit goes for in Canada for export,wonder,positive
986,RT HSI Canada Canada Bans Shark Fin Import and Export Becomes First G7 Nation To Do So,,neutral
987, RobertAWiseman CailinasEirinn globeandmail Really wondering why you don't get that if LAVs aren't shipped to KSA,,neutral
988,PETITION URGE CANADA TO END CRUEL EXPORT OF LIVE ANIMALS,,neutral
989,"RT remkorteweg Hunt brings in the Canadians who, obviously, were successful in delivering the Plus Plus Plus in their own trade deal wi",successful,positive
990,RT OilGasCanada NEWS Shell deal puts wind in sails of proposed Nova Scotia LNG export terminal 190M deal will give company 119 milli,,neutral
991,Finally raisevegan canada,,neutral
992,RT OilGasCanada NEWS Shell deal puts wind in sails of proposed Nova Scotia LNG export terminal 190M deal will give company 119 milli,,neutral
993,"RT AgWebEditor Mexico and Canada are the U.S. corn industrys largest, most reliable markets. NationalCorn supports USMCA because the a","reliable,supports",positive
994,Canada has officially outlawed the import and export of shark fins,shark,negative
995,"Canada has been known to export water to the United States, maybe they would be willing to do this again ",willing,positive
996," sheilachambers2 PeterGleick The LIMITS are precisely why you need more poor, needy, unskilled people. It is peopl","precisely,unskilled",neutral
997,"RT Jackstant0n Its not just about a trade deal with the EU our biggest export market but the trade deal with Japan, Canada over 30 oth",,neutral
998," AndrewScheer Instead of bashing Justin, can you tell me How much annual trade Canada does with China Of that",bashing,negative
999, Andrew Adonis brianpaddick The UK is Canada's most important commercial partner ranks third after the United Stat,important,positive
1000,"RT VP American energy companies need the USMCA to become law. Mexico is the 1 export market for U.S. natural gas, and rigs like Latshaw",like,positive
1001,RT OilGasCanada NEWS Shell deal puts wind in sails of proposed Nova Scotia LNG export terminal 190M deal will give company 119 milli,,neutral
1002,NEWS Shell deal puts wind in sails of proposed Nova Scotia LNG export terminal 190M deal will give company 119,,neutral
1003, MichelleRempel No surprises. Spineless weasel. notmypm Thanks to him Canada's biggest export is now embarrassment.,,neutral
1004," Peters Glen As a Canadian, my difficulty is that in order to replace Saudi oil imported by Irving, we would likely",difficulty,negative
1005,"Hunt brings in the Canadians who, obviously, were successful in delivering the Plus Plus Plus in their own trade",successful,positive
1006,"RT northernck Having spent 17 yrs in Corp Canada, biz execs would do well to look in the mirror before laying blame at any Govt 1 hate","well,blame,hate",negative
1007,"RT oceana Victory for sharks Canada has banned the import and export of shark fins After an outpouring of support from more than 300,00","shark,support",neutral
1008," THISDAYLIVE Last April, a Ugandan producer consummated deals to export 160 million worth of cannabis to pharmacy",worth,positive
1009, jewelinthetrash the cost of setting up a facility and getting a licence is estimated at between R3 million and R5,,neutral
1010,Eine Schiffsladung mit falsch deklariertem Mll hat Kriegsdrohungen der Philippinen gegen Kanada ausgelst Sechs,,neutral
1011,Canada has become the first G20 nation to ban the import and export of shark fins,shark,negative
1012, MissLilyMor tksollamuthu This seems germane to your comment. Russia cant export any uranium they produce in th,,neutral
1013,RT CdnChange Anyone can make a difference. kendraluckow's tireless efforts led to a nationwide ban on the import and export of shark f,"led,shark",neutral
1014,Canada disposal of your garage is a human value. Never export your trash again. John Arceneaux John Arceneaux,trash,negative
1015,RT KoreanAlbertans AAmmeter Is there anyone grow lupins in Alberta or in Canada I would love to contact for discussing export.,love,positive
1016,"President Xi of China says he will start buying large amounts of agricultural products from the US. Meanwhile, PM s",,neutral
1017,Canada has become the first G20 country to ban the import and export of shark fins after the passing of the new Fis,shark,negative
1018, China's Export North America Canada was reported at 3.154 USD bn in May 2019. https t.co AkTHO664cw,,neutral
1019,RT oceana Victory for Oceana Canada as the country's new Fisheries Act bans the export and import of shark fins. Via reuters,shark,negative
1020,RT lushcosmetics What a victory Canada passed legislation banning the import and export of shark fins. But there's still work to be done,"victory,shark,work",positive
1021,Come on Canada . Just tell Canadians to stop drinking Brazil coffee and anything else they export to Canada .,,neutral
1022,"RT profamirattaran eriq49 Jenn Pastrak Great question. The US is 10x Canadas population, so if youre right and the US crisis deepens","right,crisis",neutral
1023," eriq49 Jenn Pastrak Great question. The US is 10x Canadas population, so if youre right and the US crisis deepe","right,crisis",neutral
1024," SpencerFernando Good news. CAN agreed to take back 1,500t of garbage which was dumped illegally in Philippines 6 y","garbage,dumped,illegally",negative
1025,Yong iba ipinagtatanggol yong basura na kisyo pribadong companya sa canada ang nag export At kung hindi si,nag,negative
1026,RT ottawaccarol 2 2 ...The Liberals have now signed off on C 48 and C 69. These new laws will thwart the growth of Canadas biggest expo,thwart,negative
1027, jimdtweet NickMcGinley1 NikolovScience MajorGrubert RoyPentland DawnTJ90 MedBennett EuphoricEuler dan613,,neutral
1028,"RT oceana Victory for sharks Canada has banned the import and export of shark fins After an outpouring of support from more than 300,00","shark,support",neutral
1029, TheTyee ElizabethMay Scheers plan to export our clean technology to the biggest emitters such as China and India,clean,positive
1030,Canadas minister of small business to attend event in China as trade tensions cloud relationship Canadas Ministe,cloud,negative
1031,RT MoneyhealthF Canadas minister of small business to attend event in China as trade tensions cloud relationship Canadas Minister of S,cloud,negative
1032,Canadas minister of small business to attend event in China as trade tensions cloud relationship Canadas Ministe,cloud,negative
1033,Anyone can make a difference. kendraluckow's tireless efforts led to a nationwide ban on the import and export o,led,positive
1034,RT startuphereTO Are you a Canadian company in the beauty or cosmetics industry looking to scale amp find new customers Apply to the Expor,beauty,positive
1035,RT chixtumanitu Horses Are Packed Into These Crates For The Saddest Reason Almost every week from Edmonton and Calgary airports in Alb,,neutral
1036,RT enterpriseTO Are you a Canadian company in the beauty or cosmetics industry looking to scale amp find new customers Apply to the Export,beauty,positive
1037,Does anyone know if it's legal for a Canadian business to export GSM interceptors privacy Canada Law,,neutral
1038,RT PlattsLNG Canada's Woodfibre LNG export facility signs first long term supply deal with BP natgas ,,neutral
1039," doofpottier BrazzaPietro Ja Ome Sjef het Pond blijft het Pond, 70 van de export blijft waarschijnlijk EU. Maar e",,neutral
1040,"Canada has become the first G20 nation to ban the import export of shark fins, in an effort help preserve a predato",shark,negative
1041,RT lushcosmetics What a victory Canada passed legislation banning the import and export of shark fins. But there's still work to be done,"victory,shark,work",positive
1042,Horses Are Packed Into These Crates For The Saddest Reason Almost every week from Edmonton and Calgary airports,,neutral
1043,"RT oceana Victory for sharks Canada has banned the import and export of shark fins After an outpouring of support from more than 300,00","shark,support",neutral
1044,RT OlgaSperansk Canada continues plasticscrap export to Indonesia despite export ban law of 2008 2009 zerowastein ismawati64,,neutral
1045,Ganja farmer .bagambe olina prescription. Or rather you own the company that was contacted to export to Canada.,,neutral
1046,. BrentButt only in Canada you say Pity. On the other hand Im sure China will soon find a reason to disallow th,disallow,negative
1047," troutwhispers breezing in TheHockeyRef cravecreative But also, if people want to help Canadian only etc... why",,neutral
1048,RT OceanaCAN ICYMI Canada banned the shark fin trade this week by passing a modernized FisheriesAct. The ban is just one of several lon,shark,negative
1049, CTVNews Climate Barbie is banning ships that would export ethical oil to Asia. But shes giddy about welcoming shi,"ethical,giddy",neutral
1050, globalnews Climate Barbie is banning ships that would export ethical oil to Asia. But shes giddy about welcoming,"ethical,giddy",neutral
1051, CoachQ88 Think yall need to export some to Western Canada. You know.... to rock around the box. expandthebrand,,neutral
1052,RT CFIA Canada Invasive plants and seeds can easily be offered for sale and purchased online. Avoid buyer's remorse and get to know the r,remorse,negative
1053,RT PCGTW Global Trade Watch's Lori Wallach NAFTA 2.0 signed last year wont stop NAFTAs ongoing race to the bottom in wages or job out,,neutral
1054,Global Trade Watch's Lori Wallach NAFTA 2.0 signed last year wont stop NAFTAs ongoing race to the bottom in wag,,neutral
1055,Invasive plants and seeds can easily be offered for sale and purchased online. Avoid buyer's remorse and get to kno,remorse,negative
1056,Canada has become the first G20 nation to ban the import and export of shark fins,shark,negative
1057,"RT NYK Podcast Dont miss CaptPaulWatson speaking about the current state of wild whale populations, to Canada's recent decisions to pas","miss,wild",negative
1058, 2alphabet6 coolcam101 realDonaldTrump Canada's on the right track to become the greatest country in the world an,"right,greatest",positive
1059,I shudder to think that I used to take financial advise from someone who doesn't understand Canada's international,,neutral
1060,RT RockMyWorldCan1 LyricFind Receives Government of Canada Funding to Promote and Export Canadian Content via Lyrics and Lyric Translatio,,neutral
1061,LyricFind Receives Government of Canada Funding to Promote and Export Canadian Content via Lyrics and Lyric Transla,,neutral
1062, AAmmeter Is there anyone grow lupins in Alberta or in Canada I would love to contact for discussing export.,love,positive
1063, LoranHayden coolcam101 realDonaldTrump The fact is Canada has an export based economy and needs the US world's,,neutral
1064, NeilD Fraser Absolutely Since the buying power amp consumption of baby boomer generation of U.S. has increased subs,,neutral
1065,"RT oceana Victory for sharks Canada has banned the import and export of shark fins After an outpouring of support from more than 300,00","shark,support",neutral
1066, cathmckenna PastCoal VancityReynolds thanks for liking this. The first step Canada needs to do is stop exporting,liking,positive
1067,"RT northernck Having spent 17 yrs in Corp Canada, biz execs would do well to look in the mirror before laying blame at any Govt 1 hate","well,blame,hate",negative
1068,"Having spent 17 yrs in Corp Canada, biz execs would do well to look in the mirror before laying blame at any Govt","well,blame",neutral
1069,"RT oceana Victory for sharks Canada has banned the import and export of shark fins After an outpouring of support from more than 300,00","shark,support",neutral
1070," romfordgeeza Jim Cornelius 4242BB mac puck It's a non argument. During WW2 prior to fast, high tech import expo",,neutral
1071,RT RobSomerville1 Mercosur countries agree on draft trade deal with EU,,neutral
1072,Mercosur countries agree on draft trade deal with EU,,neutral
1073," Jakeofcanada CTV PowerPlay Everything does not revolve around China. The were a 188 forged export permits, which",forged,negative
1074," Yes, we have some stuff to weather ",,neutral
1075,"Its not just about a trade deal with the EU our biggest export market but the trade deal with Japan, Canada over",,neutral
1076,Canada continues plasticscrap export to Indonesia despite export ban law of 2008 2009 zerowastein ismawati64,,neutral
1077,Shell deal puts wind in sails of proposed Nova Scotia LNG export terminal,,neutral
1078,LyricFind Receives Government of Canada Funding to Promote and Export Canadian Content via Lyrics and Lyric Transla,,neutral
1079,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1080, YahooFinance globeandmail Canada got played out. Now those agriculture export from Canada to China will be subst,,neutral
1081,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
1082,Choose from a wide variety of chair cushions at best prices. For Business enquires log on to,"variety,best",positive
1083," RobertRees Ireland will have EU Canada, EU Japan, and the Mercosur deal to trade export. EU Japan opens up beef m",,neutral
1084,RT ottawaccarol 2 2 ...The Liberals have now signed off on C 48 and C 69. These new laws will thwart the growth of Canadas biggest expo,thwart,negative
1085,RT StephenPunwasi Holy Canadian Propaganda. Canadian politicians are implying tainted pork and fake export certificates are from anot,"tainted,fake",negative
1086,Order our selection of Throw Blankets products rugxury throwblanket handloom hometextile export import,,neutral
1087,"RT Rob Kimbell Mexico's top global goods export markets, 2017 01 United States 02 Canada 03 Germany 04 China 05 ",top,positive
1088,"RT Rob Kimbell Canada's top global goods export markets, 2017 1 United States 2 China 3 United Kingdom 4 Japan 5 ",top,positive
1089,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
1090, saskman100 Alberta is whining about needing a pipeline to get more oil actually just diluted raw product to the,whining,negative
1091,RT ChinaDaily Canada has become the first G20 country to ban the import and export of sharkfins after the passing of the new Fisheries A,,neutral
1092,"RT hsiaustralia Canada has passed two massive pieces of legislation that will end the captivity of whales amp dolphins, amp the import and ex",,neutral
